"w1","wp","freq"
"ad","break",29
"ad","campaigns",17
"add","a",86
"add","additional",31
"add","all",60
"add","an",49
"add","and",25
"add","another",12
"add","bartender",4
"add","buddy",1
"add","cachet",24
"add","coconut",3
"added","a",43
"added","adversary",5
"added","apples",5
"added","bill",10
"added","but",99
"added","challenge",5
"added","electrical",16
"added","enemies",5
"added","i",34
"added","in",75
"added","it",17
"added","miley",16
"added","my",4
"added","pear",7
"added","points",26
"added","so",42
"added","some",5
"added","that",21
"added","the",37
"added","there",24
"added","times",5
"added","to",129
"added","two",2
"added","you",20
"add","embellishments",38
"add","espresso",3
"add","for",62
"add","garlic",31
"add","grits",15
"add","horse",1
"addicted","if",14
"addicted","to",67
"addiction","goes",39
"addiction","if",39
"addiction","might",39
"addiction","to",38
"addiction","was",1
"addictive","the",16
"add","in",26
"addinfoods","posts",5
"adding","a",101
"adding","an",37
"adding","cornbread",1
"adding","filling",3
"adding","iphone",13
"adding","more",15
"adding","much",44
"adding","new",3
"adding","one",12
"adding","sausage",16
"adding","that",15
"adding","the",15
"addison","letting",30
"addison","reed",34
"addisons","work",8
"addison","was",30
"addison","will",8
"add","it",2
"additional","but",25
"additional","charges",1
"additional","competition",34
"additional","cost",1
"additional","costs",4
"additional","data",4
"additional","for",2
"additional","hardware",30
"additional","investments",1
"additional","items",1
"additional","officers",28
"additional","percent",16
"additional","places",23
"additional","principle",8
"additional","revenue",16
"additional","sponsors",1
"additional","storage",23
"additional","three",7
"additional","toppings",33
"additional","variables",15
"additional","water",31
"additional","worry",37
"addition","and",5
"addition","another",29
"addition","he",31
"addition","of",86
"additions","corrections",32
"addition","seals",43
"additions","required",39
"addition","the",40
"addition","to",272
"addition","unlawfully",1
"addition","us",9
"addlike","symptoms",34
"add","locations",73
"add","me",61
"add","more",48
"add","muscle",42
"add","one",39
"add","onion",34
"addon","that",49
"add","parsley",36
"add","program",34
"add","remaining",18
"address","a",8
"address","and",78
"address","announcer",4
"address","at",40
"address","current",4
"addressed","through",44
"addresses","i",11
"address","he",6
"address","it",5
"address","obama",2
"address","posing",6
"address","that",14
"address","these",4
"address","variations",6
"address","was",1
"address","what",4
"add","robert",3
"add","salt",34
"adds","another",3
"add","several",18
"adds","her",1
"add","slices",2
"add","something",33
"add","stats",5
"adds","to",4
"adds","two",24
"add","sugar",22
"adds","whenever",3
"add","the",125
"add","to",220
"add","u",21
"add","up",9
"addup","to",19
"add","water",31
"add","weight",5
"add","where",1
"addys","and",1
"a","deadline",45
"a","deadlock",34
"a","deal",78
"a","dear",24
"a","dearborn",42
"a","debate",24
"a","decade",97
"a","decent",15
"a","decision",108
"a","decline",2
"a","dedicated",1
"a","deep",1
"a","deeply",34
"a","deer",52
"a","default",1
"a","defending",8
"a","defense",36
"a","defensive",41
"a","deficiency",4
"a","deficit",2
"a","degree",14
"a","delaware",8
"a","delayed",38
"adele","but",40
"adele","clean",48
"adele","who",19
"a","delicate",26
"a","delicately",20
"a","delicatetasting",10
"a","delicious",48
"a","demand",26
"a","demanding",23
"a","demented",23
"a","democrat",74
"a","demonstrated",1
"a","demonstration",7
"adenan","satems",21
"a","dense",5
"a","dentist",46
"a","departed",12
"a","department",148
"a","deposition",32
"a","deputy",22
"adequate","citizenship",7
"adequately","protect",4
"adequately","simple",5
"adequately","theorise",9
"a","description",4
"a","design",30
"a","designer",2
"a","desk",37
"a","deskbound",2
"a","desmirail",37
"a","desperate",2
"a","destination",68
"a","destructive",6
"a","detailed",8
"a","detention",1
"a","deterioration",21
"a","determination",1
"a","detour",40
"a","detriment",33
"a","detroitbound",3
"a","detstyle",24
"a","developer",75
"a","developmental",2
"a","device",16
"ad","from",22
"adhd","is",62
"adhered","to",23
"adhere","in",1
"adhere","small",1
"adhere","to",57
"ad","hoc",23
"ad","i",17
"a","diagonal",1
"a","diary",38
"a","dictionary",12
"a","did",1
"adidas","grounds",34
"a","diehard",38
"a","diet",10
"a","diff",1
"a","difference",329
"a","different",241
"a","difficult",81
"a","digital",30
"a","dime",3
"a","ding",2
"a","dinner",4
"a","dinosaur",37
"adios","sickness",10
"a","direction",16
"a","director",1
"ad","is",49
"a","disability",16
"a","disadvantage",20
"a","disaster",54
"a","disc",6
"a","disciplinary",27
"a","discovery",41
"a","discussion",108
"a","dish",7
"a","dishwasher",3
"a","display",59
"a","disproportionately",88
"a","dispute",1
"a","distant",15
"a","distinct",35
"a","distraught",6
"a","distress",1
"a","district",26
"a","disturbance",34
"a","disturbing",2
"a","diverse",14
"a","division",38
"a","divorce",31
"a","dj",44
"adjacent","canyon",35
"adjacent","family",32
"adjacent","land",1
"adjacent","property",18
"adjacent","suites",31
"adjacent","to",5
"adjoining","abbey",16
"adjoining","rite",19
"adjoining","village",1
"a","djs",1
"adjusted","accordingly",1
"adjusted","and",1
"adjusted","income",47
"adjust","for",7
"adjusting","the",2
"adjustment","at",22
"adjustment","goddard",4
"adjust","my",1
"adjust","to",8
"adle","auxier",2
"adler","and",16
"adler","raskind",9
"a","dm",26
"administered","anesthesia",1
"administer","the",38
"administration","and",58
"administration","are",14
"administration","building",23
"administration","but",26
"administration","center",34
"administration","food",9
"administration","for",9
"administration","hall",23
"administration","has",29
"administration","left",14
"administration","of",1
"administration","official",17
"administration","said",30
"administrations","epa",44
"administration","to",63
"administrative","burdens",45
"administrative","case",4
"administrative","marketing",23
"administrator","michelle",39
"administrators","dont",7
"administrators","which",4
"admiration","for",29
"admire","any",18
"admire","him",19
"admire","his",5
"admire","it",2
"admire","lowells",41
"admire","no",2
"admirer","standing",29
"admires","hunchung",14
"admire","stephens",17
"admire","the",36
"admiring","the",4
"admission","fees",13
"admission","free",1
"admission","info",40
"admission","is",35
"admission","officers",28
"admissions","that",8
"admission","to",36
"admission","your",5
"admit","guilt",30
"admithad","a",10
"admit","his",8
"admit","i",13
"admit","it",2
"admits","are",27
"admits","his",1
"admits","that",18
"admittance","fee",2
"admitted","downloading",7
"admitted","into",33
"admitted","shes",21
"admitted","that",41
"admitted","to",48
"admit","that",154
"admit","this",29
"admitting","he",5
"admitting","that",12
"admitting","to",1
"admit","when",4
"adm","william",67
"a","dna",31
"adnan","will",22
"ad","networks",5
"a","do",29
"adobe","connect",3
"a","doctor",18
"a","documentary",4
"a","dodge",46
"a","dog",58
"adolescence","although",17
"a","dollar",102
"a","dollop",38
"a","dolphin",27
"a","dom",20
"a","dome",10
"a","dont",33
"a","doofus",21
"a","dooleys",18
"a","door",10
"a","doorbell",19
"a","doorway",21
"a","doover",41
"a","doped",9
"adopt","a",10
"adoptable","and",31
"adopted","a",29
"adopted","by",40
"adopted","format",37
"adopted","homes",21
"adopted","into",38
"adopted","pastels",5
"adopted","the",9
"adoptees","come",49
"adoptees","often",49
"adopting","one",1
"adoption","of",92
"adoption","practices",8
"adoption","specialists",49
"adoptions","we",23
"adopt","new",44
"adopts","guilt",66
"adorable","addition",31
"adorable","funny",27
"adorable","i",24
"adorable","im",2
"adorable","just",9
"adorable","of",38
"adorable","roomie",32
"adorable","too",38
"adoration","i",5
"adoration","tour",31
"adored","by",1
"adored","robert",41
"adored","starting",1
"adored","the",3
"adore","from",2
"adore","in",1
"adore","them",40
"adore","these",27
"a","double",140
"a","doubt",43
"ad","over",6
"a","down",20
"a","downattheheels",18
"a","downside",24
"a","downtown",7
"a","downward",2
"a","dowry",2
"a","dozen",104
"a","dr",21
"a","drag",1
"a","dragon",59
"a","drain",17
"a","drama",2
"a","drawer",20
"a","dream",186
"ad","red",14
"adrenalin","flowing",9
"a","dress",69
"adress","for",29
"adrian","beltre",15
"adrian","gaines",64
"adrian","klemm",39
"a","dried",1
"a","drink",51
"adrintro","meet",9
"a","drippy",47
"a","drive",11
"a","driver",1
"a","driving",20
"a","drop",40
"a","dropoff",53
"a","drummer",70
"ads","attacking",32
"ads","by",15
"ads","dont",23
"ads","in",50
"ad","spending",1
"ads","satire",4
"ads","were",15
"ad","that",6
"ad","to",3
"a","dubstep",1
"a","duck",9
"a","dudes",18
"a","dull",2
"adultery","or",1
"adulthood","this",11
"adults","but",28
"adults","children",16
"adults","if",31
"adults","in",35
"adults","intervention",28
"adults","maybe",6
"adults","now",4
"adults","the",7
"adults","these",28
"adults","vehicle",37
"adults","we",11
"a","duo",11
"a","during",24
"a","dutch",21
"a","duty",29
"advance","and",3
"advance","consumer",11
"advance","copy",6
"advanced","knowledge",11
"advanced","soa",38
"advanced","technology",3
"advanced","to",5
"advanced","uses",9
"advance","for",4
"advancement","of",21
"advancements","in",36
"advance","orders",1
"advance","so",2
"advance","to",50
"advance","wont",5
"advantage","after",1
"advantage","and",29
"advantage","but",14
"advantage","he",16
"advantage","in",12
"advantage","next",35
"advantage","of",151
"advantageous","if",5
"advantages","and",2
"advantages","of",1
"advantages","though",29
"advantage","think",21
"advantage","to",4
"a","dvd",3
"advent","of",29
"adventure","in",4
"adventure","novelists",20
"adventures","and",15
"adventures","cheese",45
"adventures","hidden",1
"adventures","in",9
"adventures","like",43
"adventures","of",34
"adventure","travel",36
"adventurous","and",34
"adventurous","honolulus",2
"adversary","and",5
"adversary","bill",10
"adversary","if",5
"adversary","that",5
"adversary","you",5
"adversely","effected",34
"advert","during",29
"advertised","off",50
"advertised","on",1
"advertised","with",64
"advertisement","of",5
"advertisements","and",47
"advertisement","that",3
"advertisement","we",8
"advertise","on",29
"advertiser","and",8
"advertising","and",34
"advertising","at",27
"advertising","campaign",46
"advertising","cell",11
"advertising","deals",3
"advertising","fees",2
"advertising","graphics",24
"advertising","has",17
"advertising","industry",15
"advertising","on",1
"advertising","part",4
"advertising","people",62
"advertising","revenue",29
"advertorial","brooklyn",34
"advice","about",8
"advice","and",26
"advice","from",4
"advice","in",8
"advice","is",16
"advice","out",38
"advice","short",1
"advice","that",25
"advice","they",5
"advice","to",24
"advice","wish",3
"advice","you",50
"advil","and",15
"advised","calling",6
"advised","talk",6
"advised","the",48
"advised","to",19
"advise","folks",1
"advisement","i",12
"advisers","that",1
"advisers","the",22
"advisers","voted",5
"advises","to",8
"advise","such",11
"advise","you",7
"advisories","that",5
"advisor","my",2
"advisory","board",10
"advisory","group",2
"advisory","opinion",18
"advisory","speed",2
"advocacy","group",5
"advocacy","team",14
"advocacy","the",13
"advocatearent","there",2
"advocated","collaboration",15
"advocated","improving",10
"advocates","can",1
"advocates","for",16
"advocates","porch",1
"advocates","who",17
"a","dwelling",5
"a","dwi",12
"adwords","where",21
"a","dynaband",5
"a","dynamic",12
"a","edge",3
"aegean","but",50
"a","epic",40
"a","era",10
"aerobics","happens",29
"aerosmith","please",18
"aerospace","energy",2
"a","especially",4
"aesthetic","values",21
"aethelred","offered",2
"aethelred","the",2
"a","f",23
"a","fabulous",30
"a","face",100
"a","facebook",56
"a","faced",22
"a","facelift",2
"a","facility",18
"a","fact",29
"a","factory",2
"a","fadeaway",9
"a","failing",50
"a","faint",10
"a","fair",33
"a","fairly",22
"a","fake",37
"a","fall",73
"a","fallen",1
"afam","graduate",2
"a","family",192
"a","famous",9
"a","fan",152
"a","fanembarrassing",3
"a","fantastic",81
"a","fantasy",31
"a","far",21
"a","fare",5
"a","fascinating",3
"a","fashion",5
"a","fatal",13
"a","father",27
"a","fault",3
"a","favor",23
"a","favorite",35
"afc","playoff",2
"a","feature",56
"a","feb",5
"a","federal",68
"a","fee",7
"a","feeding",7
"a","feel",40
"a","feeling",155
"a","feisar",4
"a","fellow",49
"a","felony",1
"a","female",20
"a","fence",35
"a","feral",1
"a","few",1910
"affair","at",31
"affair","i",42
"affair","on",21
"affairs","after",5
"affairs","as",43
"affairs","at",1
"affairs","committee",7
"affairs","during",31
"affairs","lots",21
"affairs","medical",2
"affairs","some",18
"affairs","this",9
"affair","with",13
"affected","by",30
"affected","product",32
"affected","the",28
"affect","every",34
"affect","her",21
"affect","his",6
"affecting","cross",47
"affecting","your",37
"affection","and",18
"affectionate","i",1
"affectionately","at",12
"affection","for",30
"affects","hormonal",11
"affects","our",34
"affect","the",48
"affect","their",4
"affiliated","with",26
"affiliates","cant",15
"affiliate","with",1
"affinity","for",41
"affirmance","and",12
"affirmation","he",37
"affirmationisms","concerns",33
"affirmationisms","emergence",33
"affirmative","action",87
"afflecks","own",29
"afflicted","by",22
"affordable","as",38
"affordable","reliable",40
"afford","health",16
"afford","him",7
"afford","it",1
"afford","premium",6
"afford","the",3
"afford","to",41
"affton","license",3
"affton","protection",3
"afghan","and",11
"afghan","capital",5
"afghan","government",1
"afghan","in",25
"afghanistan","and",42
"afghanistan","ap",1
"afghanistan","besides",47
"afghanistan","its",47
"afghanistan","more",30
"afghanistan","saying",2
"afghanistan","so",54
"afghanistan","the",30
"afghanistan","to",25
"afghanistan","we",2
"afghanistan","where",47
"afghanistan","which",15
"afghanistan","while",21
"afghanistan","will",1
"afghan","military",11
"afghan","president",1
"afghans","can",5
"afghan","security",22
"afghans","themselves",30
"afghans","want",30
"afghan","to",2
"afghan","vice",46
"afghan","woman",1
"afghan","women",1
"a","fiat",54
"a","fibre",16
"aficionado","handling",9
"a","fictions",20
"a","field",90
"a","fielders",5
"a","fielding",1
"a","fiery",63
"a","fifth",1
"a","file",27
"a","filling",6
"a","film",150
"a","final",28
"a","finalist",16
"a","finance",25
"a","financialmarket",28
"a","fine",61
"a","fingering",6
"a","finite",3
"a","firehook",34
"a","fireplace",14
"a","firestorm",4
"a","firm",52
"a","first",33
